address,bathrooms,bedrooms,buildYear,floorAreaSqm,id,isAgentVerified,isVerifiedListing,listingFeatures/0,listingFeatures/1,listingFeatures/2,listingFeatures/3,listingFeatures/4,listingFeatures/5,mrt/nearbyText,postedOn,price,pricePerAreaText,pricePerSqm,propertyType,psfText,recencyText,tenure,thumbnail,title,url,room_category,row_index,listing_id,final_url,page_title,verdict
510 Woodlands Drive 14,2,5,Built: 1999,147,500061463,FALSE,FALSE,5,2,"1,582 sqft",HDB Flat,99-year Leasehold,Built: 1999,7 min (600 m) from TE2 Woodlands MRT Station,17 Mar 2026,830000,S$ 524.65 psf,S$ 524.65 psf,For Sale,S$ 524.65 psf,"Listed on Mar 17, 2026 (2d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061463/UPHO.158680625.V550/510-Woodlands-Drive-14-Admiralty-Woodlands-Singapore.jpg,510 Woodlands Drive 14,https://www.propertyguru.com.sg/listing/hdb-for-sale-510-woodlands-drive-14-500061463,5+-room,1279,500061463,https://www.propertyguru.com.sg/listing/hdb-for-sale-510-woodlands-drive-14-500061463,"510 Woodlands Drive 14 HDB Flat For Sale at S$ 830,000 | PropertyGuru Singapore",active_listing
353 Kang Ching Road,2,5,Built: 1995,120,500061035,FALSE,FALSE,5,2,"1,291 sqft",HDB Flat,99-year Leasehold,Built: 1995,12 min (1.03 km) from EW26 Lakeside MRT Station,19 Mar 2026,699000,S$ 541.44 psf,S$ 541.44 psf,For Sale,S$ 541.44 psf,"Listed on Mar 19, 2026 (47m ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061035/UPHO.158673818.V550/353-Kang-Ching-Road-Boon-Lay-Jurong-Tuas-Singapore.jpg,353 Kang Ching Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-353-kang-ching-road-500061035,5+-room,1280,500061035,https://www.propertyguru.com.sg/listing/hdb-for-sale-353-kang-ching-road-500061035,"353 Kang Ching Road HDB Flat For Sale at S$ 699,000 | PropertyGuru Singapore",active_listing
118 Marsiling Rise,2,5,Built: 1995,173,500061676,FALSE,FALSE,5,2,"1,863 sqft",HDB Flat,99-year Leasehold,Built: 1995,11 min (940 m) from NS9 Woodlands MRT Station,19 Mar 2026,1088000,S$ 584.00 psf,S$ 584.00 psf,For Sale,S$ 584.00 psf,"Listed on Mar 19, 2026 (6h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500061676/UPHO.158683823.V550/118-Marsiling-Rise-Admiralty-Woodlands-Singapore.jpg,118 Marsiling Rise,https://www.propertyguru.com.sg/listing/hdb-for-sale-118-marsiling-rise-500061676,5+-room,1281,500061676,https://www.propertyguru.com.sg/listing/hdb-for-sale-118-marsiling-rise-500061676,"118 Marsiling Rise HDB Flat For Sale at S$ 1,088,000 | PropertyGuru Singapore",active_listing
220 Choa Chu Kang Central,2,5,Built: 1989,122,60104614,FALSE,FALSE,5,2,"1,313 sqft",HDB Flat,99-year Leasehold,Built: 1989,4 min (300 m) from BP2 South View LRT Station,19 Mar 2026,738888,S$ 562.75 psf,S$ 562.75 psf,For Sale,S$ 562.75 psf,"Listed on Mar 19, 2026 (9h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60104614/UPHO.156431921.V550/220-Choa-Chu-Kang-Central-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,220 Choa Chu Kang Central,https://www.propertyguru.com.sg/listing/hdb-for-sale-220-choa-chu-kang-central-60104614,5+-room,1282,60104614,https://www.propertyguru.com.sg/listing/hdb-for-sale-220-choa-chu-kang-central-60104614,"220 Choa Chu Kang Central HDB Flat For Sale at S$ 738,888 | PropertyGuru Singapore",active_listing
325 Woodlands Street 32,3,6,Built: 1995,163,60226725,FALSE,FALSE,6,3,"1,754 sqft",HDB Flat,99-year Leasehold,Built: 1995,9 min (770 m) from NS8 Marsiling MRT Station,18 Mar 2026,950000,S$ 541.62 psf,S$ 541.62 psf,For Sale,S$ 541.62 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60226725/UPHO.158257176.V550/325-Woodlands-Street-32-Admiralty-Woodlands-Singapore.jpg,325 Woodlands Street 32,https://www.propertyguru.com.sg/listing/hdb-for-sale-325-woodlands-street-32-60226725,5+-room,1283,60226725,https://www.propertyguru.com.sg/listing/hdb-for-sale-325-woodlands-street-32-60226725,"325 Woodlands Street 32 HDB Flat For Sale at S$ 950,000 | PropertyGuru Singapore",active_listing
469B Admiralty Drive,2,5,Built: 1999,137,60168808,FALSE,TRUE,5,2,"1,475 sqft",HDB Flat,99-year Leasehold,Built: 1999,9 min (770 m) from NS11 Sembawang MRT Station,17 Mar 2026,718688,S$ 487.25 psf,S$ 487.25 psf,For Sale,S$ 487.25 psf,"Listed on Mar 17, 2026 (2d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60168808/UPHO.158701844.V550/469B-Admiralty-Drive-Sembawang-Yishun-Singapore.jpg,469B Admiralty Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-469b-admiralty-drive-60168808,5+-room,1284,60168808,https://www.propertyguru.com.sg/listing/hdb-for-sale-469b-admiralty-drive-60168808,"469B Admiralty Drive HDB Flat For Sale at S$ 718,688 | PropertyGuru Singapore",active_listing
663A Yishun Avenue 4,3,5,Built: 1986,164,25492312,FALSE,FALSE,5,3,"1,765 sqft",HDB Flat,99-year Leasehold,Built: 1986,14 min (1.18 km) from NS14 Khatib MRT Station,17 Mar 2026,1150000,S$ 651.56 psf,S$ 651.56 psf,For Sale,S$ 651.56 psf,"Listed on Mar 17, 2026 (2d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25492312/UPHO.153341744.V550/663A-Yishun-Avenue-4-Sembawang-Yishun-Singapore.jpg,663A Yishun Avenue 4,https://www.propertyguru.com.sg/listing/hdb-for-sale-663a-yishun-avenue-4-25492312,5+-room,1285,25492312,https://www.propertyguru.com.sg/listing/hdb-for-sale-663a-yishun-avenue-4-25492312,"663A Yishun Avenue 4 HDB Flat For Sale at S$ 1,150,000 | PropertyGuru Singapore",active_listing
98 Whampoa Drive,3,6,Built: 1973,130,60047551,FALSE,FALSE,6,3,"1,399 sqft",HDB Flat,99-year Leasehold,Built: 1973,15 min (1.25 km) from NE9 Boon Keng MRT Station,17 Mar 2026,828000,S$ 591.85 psf,S$ 591.85 psf,For Sale,S$ 591.85 psf,"Listed on Mar 17, 2026 (2d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60047551/UPHO.155776860.V550/98-Whampoa-Drive-Balestier-Toa-Payoh-Singapore.jpg,98 Whampoa Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-98-whampoa-drive-60047551,5+-room,1286,60047551,https://www.propertyguru.com.sg/listing/hdb-for-sale-98-whampoa-drive-60047551,"98 Whampoa Drive HDB Flat For Sale at S$ 828,000 | PropertyGuru Singapore",active_listing
331 Woodlands Avenue 1,3,5,Built: 1994,176,60214045,FALSE,FALSE,5,3,"1,895 sqft",HDB Flat,99-year Leasehold,Built: 1994,12 min (970 m) from NS8 Marsiling MRT Station,16 Mar 2026,1100000,S$ 580.47 psf,S$ 580.47 psf,For Sale,S$ 580.47 psf,"Listed on Mar 16, 2026 (3d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60214045/UPHO.157965083.V550/331-Woodlands-Avenue-1-Admiralty-Woodlands-Singapore.jpg,331 Woodlands Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-woodlands-avenue-1-60214045,5+-room,1287,60214045,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-woodlands-avenue-1-60214045,"331 Woodlands Avenue 1 HDB Flat For Sale at S$ 1,100,000 | PropertyGuru Singapore",active_listing
503 Choa Chu Kang Street 51,2,5,Built: 1993,127,500080978,FALSE,FALSE,5,2,"1,367 sqft",HDB Flat,99-year Leasehold,Built: 1993,9 min (780 m) from NS4 Choa Chu Kang MRT Station,16 Mar 2026,650000,S$ 475.49 psf,S$ 475.49 psf,For Sale,S$ 475.49 psf,"Listed on Mar 16, 2026 (3d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500080978/UPHO.158980603.V550/503-Choa-Chu-Kang-Street-51-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,503 Choa Chu Kang Street 51,https://www.propertyguru.com.sg/listing/hdb-for-sale-503-choa-chu-kang-street-51-500080978,5+-room,1288,500080978,https://www.propertyguru.com.sg/listing/hdb-for-sale-503-choa-chu-kang-street-51-500080978,"503 Choa Chu Kang Street 51 HDB Flat For Sale at S$ 650,000 | PropertyGuru Singapore",active_listing
349 Woodlands Avenue 3,2,5,Built: 1985,122,25612717,FALSE,FALSE,5,2,"1,313 sqft",HDB Flat,99-year Leasehold,Built: 1985,9 min (730 m) from NS9 Woodlands MRT Station,12 Mar 2026,658000,S$ 501.14 psf,S$ 501.14 psf,For Sale,S$ 501.14 psf,"Listed on Mar 12, 2026 (6d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25612717/UPHO.154881625.V550/349-Woodlands-Avenue-3-Admiralty-Woodlands-Singapore.jpg,349 Woodlands Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-349-woodlands-avenue-3-25612717,5+-room,1289,25612717,https://www.propertyguru.com.sg/property-for-sale/at-349-woodlands-avenue-3-11804,349 Woodlands Avenue 3 for Sale in Singapore,active_listing
307 Woodlands Avenue 1,3,5,Built: 1994,176,500064125,FALSE,FALSE,5,3,"1,894 sqft",HDB Flat,99-year Leasehold,Built: 1994,9 min (760 m) from NS8 Marsiling MRT Station,11 Mar 2026,1200000,S$ 633.58 psf,S$ 633.58 psf,For Sale,S$ 633.58 psf,"Listed on Mar 11, 2026 (1w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500064125/UPHO.158720752.V550/307-Woodlands-Avenue-1-Admiralty-Woodlands-Singapore.jpg,307 Woodlands Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-307-woodlands-avenue-1-500064125,5+-room,1290,500064125,https://www.propertyguru.com.sg/listing/hdb-for-sale-307-woodlands-avenue-1-500064125,"307 Woodlands Avenue 1 HDB Flat For Sale at S$ 1,200,000 | PropertyGuru Singapore",active_listing
850 Woodlands Street 82,2,5,Built: 1995,176,60099489,FALSE,FALSE,5,2,"1,894 sqft",HDB Flat,99-year Leasehold,Built: 1995,11 min (890 m) from TE2 Woodlands MRT Station,28 Feb 2026,1250000,S$ 659.98 psf,S$ 659.98 psf,For Sale,S$ 659.98 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60099489/UPHO.156355708.V550/850-Woodlands-Street-82-Admiralty-Woodlands-Singapore.jpg,850 Woodlands Street 82,https://www.propertyguru.com.sg/listing/hdb-for-sale-850-woodlands-street-82-60099489,5+-room,1291,60099489,https://www.propertyguru.com.sg/listing/hdb-for-sale-850-woodlands-street-82-60099489,"850 Woodlands Street 82 HDB Flat For Sale at S$ 1,250,000 | PropertyGuru Singapore",active_listing
208 Ang Mo Kio Avenue 1,4,6,Built: 1975,168,60217812,FALSE,FALSE,6,4,"1,808 sqft",HDB Flat,99-year Leasehold,Built: 1975,20 min (1.62 km) from NS16 Ang Mo Kio MRT Station,28 Feb 2026,1288888,S$ 712.88 psf,S$ 712.88 psf,For Sale,S$ 712.88 psf,"Listed on Feb 28, 2026 (2w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60217812/UPHO.158055901.V550/208-Ang-Mo-Kio-Avenue-1-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,208 Ang Mo Kio Avenue 1,https://www.propertyguru.com.sg/listing/hdb-for-sale-208-ang-mo-kio-avenue-1-60217812,5+-room,1292,60217812,https://www.propertyguru.com.sg/listing/hdb-for-sale-208-ang-mo-kio-avenue-1-60217812,"208 Ang Mo Kio Avenue 1 HDB Flat For Sale at S$ 1,288,888 | PropertyGuru Singapore",active_listing
54 Telok Blangah Drive,4,6,Built: 1978,146,25401300,FALSE,FALSE,6,4,"1,572 sqft",HDB Flat,99-year Leasehold,Built: 1978,7 min (550 m) from CC28 Telok Blangah MRT Station,26 Feb 2026,1385000,S$ 881.04 psf,S$ 881.04 psf,For Sale,S$ 881.04 psf,"Listed on Feb 26, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25401300/UPHO.152213075.V550/54-Telok-Blangah-Drive-Harbourfront-Telok-Blangah-Singapore.jpg,54 Telok Blangah Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-54-telok-blangah-drive-25401300,5+-room,1293,25401300,https://www.propertyguru.com.sg/property-for-sale/at-54-telok-blangah-drive-11424,54 Telok Blangah Drive for Sale in Singapore,active_listing
138 Tampines Street 11,4,6,Built: 1983,154,500060297,FALSE,FALSE,6,4,"1,658 sqft",HDB Flat,99-year Leasehold,Built: 1983,13 min (1.09 km) from DT31 Tampines West MRT Station,21 Feb 2026,1099999,S$ 663.45 psf,S$ 663.45 psf,For Sale,S$ 663.45 psf,"Listed on Feb 21, 2026 (3w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500060297/UPHO.158662640.V550/138-Tampines-Street-11-Pasir-Ris-Tampines-Singapore.jpg,138 Tampines Street 11,https://www.propertyguru.com.sg/listing/hdb-for-sale-138-tampines-street-11-500060297,5+-room,1294,500060297,https://www.propertyguru.com.sg/listing/hdb-for-sale-138-tampines-street-11-500060297,"138 Tampines Street 11 HDB Flat For Sale at S$ 1,099,999 | PropertyGuru Singapore",active_listing
126 Ang Mo Kio Avenue 3,4,5,Built: 1978,164,60237018,FALSE,FALSE,5,4,"1,765 sqft",HDB Flat,99-year Leasehold,Built: 1978,10 min (820 m) from CR11 Ang Mo Kio MRT Station,19 Mar 2026,1388888,S$ 786.91 psf,S$ 786.91 psf,For Sale,S$ 786.91 psf,"Listed on Mar 19, 2026 (7h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60237018/UPHO.158851246.V550/126-Ang-Mo-Kio-Avenue-3-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,126 Ang Mo Kio Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-ang-mo-kio-avenue-3-60237018,5+-room,1295,60237018,https://www.propertyguru.com.sg/listing/hdb-for-sale-126-ang-mo-kio-avenue-3-60237018,"126 Ang Mo Kio Avenue 3 HDB Flat For Sale at S$ 1,388,888 | PropertyGuru Singapore",active_listing
435 Ang Mo Kio Avenue 10,4,5,Built: 1978,162,60028513,FALSE,FALSE,5,4,"1,743 sqft",HDB Flat,99-year Leasehold,Built: 1978,12 min (1000 m) from NS16 Ang Mo Kio MRT Station,19 Mar 2026,1100000,S$ 631.10 psf,S$ 631.10 psf,For Sale,S$ 631.10 psf,"Listed on Mar 19, 2026 (11h ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60028513/UPHO.155561106.V550/435-Ang-Mo-Kio-Avenue-10-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,435 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-435-ang-mo-kio-avenue-10-60028513,5+-room,1296,60028513,https://www.propertyguru.com.sg/listing/hdb-for-sale-435-ang-mo-kio-avenue-10-60028513,"435 Ang Mo Kio Avenue 10 HDB Flat For Sale at S$ 1,100,000 | PropertyGuru Singapore",active_listing
Woodlands St.31,3,5,Built: 1993,163,23583356,FALSE,FALSE,5,3,"1,755 sqft",HDB Flat,Built: 1993,NA,4 min (340 m) from NS8 Marsiling MRT Station,19 Mar 2026,1088888,S$ 620.45 psf,S$ 620.45 psf,For Sale,S$ 620.45 psf,"Listed on Mar 19, 2026 (12h ago)",NA,https://sg1-cdn.pgimgs.com/listing/23583356/UPHO.129925531.V550/Blk301-Woodlands-St-31-Woodlands-St-31-Singapore.jpg,Blk301 Woodlands St.31,https://www.propertyguru.com.sg/listing/hdb-for-sale-blk301-woodlands-st-31-23583356,5+-room,1297,23583356,https://www.propertyguru.com.sg/listing/hdb-for-sale-blk301-woodlands-st-31-23583356,"Woodlands St.31 HDB Flat For Sale at S$ 1,088,888 | PropertyGuru Singapore",active_listing
43 Bendemeer Road,2,6,Built: 1981,148,60174510,FALSE,FALSE,6,2,"1,593 sqft",HDB Flat,99-year Leasehold,Built: 1981,8 min (650 m) from NE9 Boon Keng MRT Station,18 Mar 2026,1020000,S$ 640.30 psf,S$ 640.30 psf,For Sale,S$ 640.30 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60174510/UPHO.157213400.V550/43-Bendemeer-Road-Balestier-Toa-Payoh-Singapore.jpg,43 Bendemeer Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-43-bendemeer-road-60174510,5+-room,1298,60174510,https://www.propertyguru.com.sg/listing/hdb-for-sale-43-bendemeer-road-60174510,"43 Bendemeer Road HDB Flat For Sale at S$ 1,020,000 | PropertyGuru Singapore",active_listing
29 Jalan Bahagia,2,5,Built: 1986,122,60190125,FALSE,FALSE,5,2,"1,312 sqft",HDB Flat,99-year Leasehold,Built: 1986,15 min (1.25 km) from NE9 Boon Keng MRT Station,18 Mar 2026,730000,S$ 556.40 psf,S$ 556.40 psf,For Sale,S$ 556.40 psf,"Listed on Mar 18, 2026 (1d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60190125/UPHO.158001997.V550/29-Jalan-Bahagia-Balestier-Toa-Payoh-Singapore.jpg,29 Jalan Bahagia,https://www.propertyguru.com.sg/listing/hdb-for-sale-29-jalan-bahagia-60190125,5+-room,1299,60190125,https://www.propertyguru.com.sg/listing/hdb-for-sale-29-jalan-bahagia-60190125,"29 Jalan Bahagia HDB Flat For Sale at S$ 730,000 | PropertyGuru Singapore",active_listing
354 Bukit Batok Street 31,2,5,Built: 1986,140,500042691,FALSE,FALSE,5,2,"1,506 sqft",HDB Flat,99-year Leasehold,Built: 1986,5 min (450 m) from NS3 Bukit Gombak MRT Station,17 Mar 2026,850000,S$ 564.41 psf,S$ 564.41 psf,For Sale,S$ 564.41 psf,"Listed on Mar 17, 2026 (2d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500042691/UPHO.158394595.V550/354-Bukit-Batok-Street-31-Dairy-Farm-Bukit-Panjang-Choa-Chu-Kang-Singapore.jpg,354 Bukit Batok Street 31,https://www.propertyguru.com.sg/listing/hdb-for-sale-354-bukit-batok-street-31-500042691,5+-room,1300,500042691,https://www.propertyguru.com.sg/listing/hdb-for-sale-354-bukit-batok-street-31-500042691,"354 Bukit Batok Street 31 HDB Flat For Sale at S$ 850,000 | PropertyGuru Singapore",active_listing
54 Telok Blangah Drive,4,6,Built: 1978,146,25362780,FALSE,FALSE,6,4,"1,572 sqft",HDB Flat,99-year Leasehold,Built: 1978,7 min (550 m) from CC28 Telok Blangah MRT Station,16 Mar 2026,1385000,S$ 881.04 psf,S$ 881.04 psf,For Sale,S$ 881.04 psf,"Listed on Mar 16, 2026 (3d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25362780/UPHO.151740736.V550/54-Telok-Blangah-Drive-Harbourfront-Telok-Blangah-Singapore.jpg,54 Telok Blangah Drive,https://www.propertyguru.com.sg/listing/hdb-for-sale-54-telok-blangah-drive-25362780,5+-room,1301,25362780,https://www.propertyguru.com.sg/listing/hdb-for-sale-54-telok-blangah-drive-25362780,"54 Telok Blangah Drive HDB Flat For Sale at S$ 1,385,000 | PropertyGuru Singapore",active_listing
331 Tampines Street 32,2,5,Built: 1993,149,60215473,FALSE,FALSE,5,2,"1,603 sqft",HDB Flat,99-year Leasehold,Built: 1993,11 min (890 m) from DT33 Tampines East MRT Station,16 Mar 2026,1000000,S$ 623.83 psf,S$ 623.83 psf,For Sale,S$ 623.83 psf,"Listed on Mar 16, 2026 (3d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60215473/UPHO.158000474.V550/331-Tampines-Street-32-Pasir-Ris-Tampines-Singapore.jpg,331 Tampines Street 32,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-tampines-street-32-60215473,5+-room,1302,60215473,https://www.propertyguru.com.sg/listing/hdb-for-sale-331-tampines-street-32-60215473,"331 Tampines Street 32 HDB Flat For Sale at S$ 998,000 | PropertyGuru Singapore",active_listing
793 Yishun Ring Road,3,5,Built: 1992,160,60225238,FALSE,FALSE,5,3,"1,722 sqft",HDB Flat,99-year Leasehold,Built: 1992,5 min (450 m) from NS14 Khatib MRT Station,16 Mar 2026,1050000,S$ 609.76 psf,S$ 609.76 psf,For Sale,S$ 609.76 psf,"Listed on Mar 16, 2026 (3d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60225238/UPHO.158224201.V550/793-Yishun-Ring-Road-Sembawang-Yishun-Singapore.jpg,793 Yishun Ring Road,https://www.propertyguru.com.sg/listing/hdb-for-sale-793-yishun-ring-road-60225238,5+-room,1303,60225238,https://www.propertyguru.com.sg/listing/hdb-for-sale-793-yishun-ring-road-60225238,"793 Yishun Ring Road HDB Flat For Sale at S$ 1,050,000 | PropertyGuru Singapore",active_listing
465 Ang Mo Kio Avenue 10,4,5,Built: 1979,150,60056039,FALSE,FALSE,5,4,"1,615 sqft",HDB Flat,99-year Leasehold,Built: 1979,18 min (1.5 km) from NS16 Ang Mo Kio MRT Station,15 Mar 2026,1128000,S$ 698.45 psf,S$ 698.45 psf,For Sale,S$ 698.45 psf,"Listed on Mar 15, 2026 (4d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60056039/UPHO.156054381.V550/465-Ang-Mo-Kio-Avenue-10-Ang-Mo-Kio-Bishan-Thomson-Singapore.jpg,465 Ang Mo Kio Avenue 10,https://www.propertyguru.com.sg/listing/hdb-for-sale-465-ang-mo-kio-avenue-10-60056039,5+-room,1304,60056039,https://www.propertyguru.com.sg/listing/hdb-for-sale-465-ang-mo-kio-avenue-10-60056039,"465 Ang Mo Kio Avenue 10 HDB Flat For Sale at S$ 1,128,000 | PropertyGuru Singapore",active_listing
49 Lorong 5 Toa Payoh,2,5,Built: 1992,123,60137479,FALSE,FALSE,5,2,"1,323 sqft",HDB Flat,99-year Leasehold,Built: 1992,12 min (960 m) from NS18 Braddell MRT Station,14 Mar 2026,799000,S$ 603.93 psf,S$ 603.93 psf,For Sale,S$ 603.93 psf,"Listed on Mar 14, 2026 (5d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/60137479/UPHO.157155708.V550/49-Lorong-5-Toa-Payoh-Balestier-Toa-Payoh-Singapore.jpg,49 Lorong 5 Toa Payoh,https://www.propertyguru.com.sg/listing/hdb-for-sale-49-lorong-5-toa-payoh-60137479,5+-room,1305,60137479,https://www.propertyguru.com.sg/listing/hdb-for-sale-49-lorong-5-toa-payoh-60137479,"49 Lorong 5 Toa Payoh HDB Flat For Sale at S$ 799,000 | PropertyGuru Singapore",active_listing
247 Hougang Avenue 3,6,7,Built: 1983,482,25502316,FALSE,FALSE,7,6,"5,186 sqft",HDB Flat,99-year Leasehold,Built: 1983,15 min (1.24 km) from NE13 Kovan MRT Station,13 Mar 2026,7788888,"S$ 1,501.91 psf","S$ 1,501.91 psf",For Sale,"S$ 1,501.91 psf","Listed on Mar 13, 2026 (6d ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/25502316/UPHO.153448283.V550/247-Hougang-Avenue-3-Hougang-Punggol-Sengkang-Singapore.jpg,247 Hougang Avenue 3,https://www.propertyguru.com.sg/listing/hdb-for-sale-247-hougang-avenue-3-25502316,5+-room,1307,25502316,https://www.propertyguru.com.sg/listing/hdb-for-sale-247-hougang-avenue-3-25502316,"247 Hougang Avenue 3 HDB Flat For Sale at S$ 7,788,888 | PropertyGuru Singapore",active_listing
405 Woodlands Street 41,2,6,Built: 1995,177,500065381,FALSE,FALSE,6,2,"1,905 sqft",HDB Flat,99-year Leasehold,Built: 1995,9 min (720 m) from NS8 Marsiling MRT Station,12 Mar 2026,1200000,S$ 629.92 psf,S$ 629.92 psf,For Sale,S$ 629.92 psf,"Listed on Mar 12, 2026 (1w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500065381/UPHO.158761106.V550/405-Woodlands-Street-41-Admiralty-Woodlands-Singapore.jpg,405 Woodlands Street 41,https://www.propertyguru.com.sg/listing/hdb-for-sale-405-woodlands-street-41-500065381,5+-room,1308,500065381,https://www.propertyguru.com.sg/listing/hdb-for-sale-405-woodlands-street-41-500065381,"405 Woodlands Street 41 HDB Flat For Sale at S$ 1,150,000 | PropertyGuru Singapore",active_listing
403 Woodlands Street 41,2,6,Built: 1995,162,500068019,FALSE,FALSE,6,2,"1,743 sqft",HDB Flat,99-year Leasehold,Built: 1995,11 min (890 m) from NS8 Marsiling MRT Station,11 Mar 2026,970000,S$ 556.51 psf,S$ 556.51 psf,For Sale,S$ 556.51 psf,"Listed on Mar 11, 2026 (1w ago)",99-year Leasehold,https://sg1-cdn.pgimgs.com/listing/500068019/UPHO.158780879.V550/403-Woodlands-Street-41-Admiralty-Woodlands-Singapore.jpg,403 Woodlands Street 41,https://www.propertyguru.com.sg/listing/hdb-for-sale-403-woodlands-street-41-500068019,5+-room,1309,500068019,https://www.propertyguru.com.sg/listing/hdb-for-sale-403-woodlands-street-41-500068019,"403 Woodlands Street 41 HDB Flat For Sale at S$ 970,000 | PropertyGuru Singapore",active_listing
