,address,floor_area_sqm,asking_price,lat,lon,postal,full_address,town,lease_commence_date,remaining_lease,flat_type,storey_midpoint,storey_imputed,mall_1_name,mall_1_dist_m,mall_2_name,mall_2_dist_m,mall_3_name,mall_3_dist_m,school_1_name,school_1_dist_m,school_2_name,school_2_dist_m,school_3_name,school_3_dist_m,hawker_1_name,hawker_1_dist_m,hawker_2_name,hawker_2_dist_m,hawker_3_name,hawker_3_dist_m,polyclinic_1_name,polyclinic_1_dist_m,polyclinic_2_name,polyclinic_2_dist_m,polyclinic_3_name,polyclinic_3_dist_m,supermarket_1_name,supermarket_1_dist_m,supermarket_2_name,supermarket_2_dist_m,supermarket_3_name,supermarket_3_dist_m,train_1_name,train_1_dist_m,train_2_name,train_2_dist_m,train_3_name,train_3_dist_m,bus_1_name,bus_1_dist_m,bus_2_name,bus_2_dist_m,bus_3_name,bus_3_dist_m,num_mrt_within_1km,flag_mrt_within_500m,num_primary_schools_within_1km,num_hawkers_within_500m,num_bus_within_400m,dist_cbd,month_index,median_6m_similar,predicted_price,valuation_pct
560,410A Fernvale Road,96,680000.0,1.39005269523174,103.875940509386,791410,410A FERNVALE ROAD CORAL SPRING SINGAPORE 791410,SENGKANG,2010,83,3 ROOM,11.0,True,The Seletar Mall,159,Seletar Mall,159,Anchorvale Village,1578,FERNVALE PRIMARY SCHOOL,168,PEI HWA SECONDARY SCHOOL,283,SENGKANG GREEN PRIMARY SCHOOL,296,Fernvale Hawker Centre & Market,222,Anchorvale Village Hawker Centre,1578,Ci Yuan Hawker Centre,1813,Sengkang Polyclinic,2020,Hougang Polyclinic,2669,Ang Mo Kio Polyclinic,3792,NTUC FAIRPRICE CO-OPERATIVE LTD,150,NTUC FAIRPRICE CO-OPERATIVE LTD,448,SHENG SIONG SUPERMARKET PTE LTD,469,Fernvale,208,Layar,507,Thanggam,809,67499,149,67489,156,67491,165,3,1,3,1,8,12256.974422873524,110,541444.0,619631.0,9.74
561,752 Woodlands Circle,121,648888.0,1.44560469012994,103.794908594493,730752,752 WOODLANDS CIRCLE SINGAPORE 730752,WOODLANDS,1996,69,3 ROOM,8.0,True,Causeway Point,1452,Sun Plaza,2749,Sembawang Shopping Centre,3354,EVERGREEN PRIMARY SCHOOL,167,EVERGREEN SECONDARY SCHOOL,465,ADMIRALTY PRIMARY SCHOOL,659,Kampung Admiralty Hawker Centre,917,Marsiling Lane Blk 20/21,2005,Marsiling Mall Hawker Centre,2142,Woodlands Polyclinic,2733,Sembawang Polyclinic,4038,Yishun Polyclinic,5206,COLD STORAGE SINGAPORE (1983) PTE LTD,359,COLD STORAGE SINGAPORE (1983) PTE LTD,579,SHENG SIONG SUPERMARKET PTE LTD,611,Admiralty,876,Woodlands North,1067,Woodlands,1314,46469,117,46461,178,46841,234,1,0,4,0,10,18956.462290290365,110,418000.0,593558.0,9.32
562,223 Simei Street 4,122,725000.0,1.34208899237085,103.95764714793,520223,223 SIMEI STREET 4 SINGAPORE 520223,TAMPINES,1987,60,3 ROOM,5.0,True,Eastpoint Mall,518,Changi City Point,1070,Tampines 1,1267,CHANGKAT CHANGI SECONDARY SCHOOL,567,CHANGKAT PRIMARY SCHOOL,652,CHONGZHENG PRIMARY SCHOOL,1180,Tampines Street 11 Blk 137 (Tampines Round Market and Food Centre),1492,Hawker Centre @ Our Tampines Hub,2276,Bedok North Street 4 Blk 85 (85 Fengshan Centre),2379,Tampines North Polyclinic,1796,Tampines Polyclinic,2137,Pasir Ris Polyclinic,2975,NTUC FAIRPRICE CO-OPERATIVE LTD,518,SHAHUL HAMEED S/O ABDUSALAM,896,NTUC FAIRPRICE CO-OPERATIVE LTD,1012,Upper Changi,427,Simei,490,Expo,944,96291,19,96191,88,96299,115,4,1,1,0,11,13850.219378000229,110,497888.0,667624.0,8.59
563,405B Fernvale Lane,112,610000.0,1.38900200354175,103.873670202802,792405,405B FERNVALE LANE FERN SPRING SINGAPORE 792405,SENGKANG,2002,75,3 ROOM,11.0,True,The Seletar Mall,387,Seletar Mall,387,Hougang 1,1612,FERNVALE PRIMARY SCHOOL,168,SENGKANG GREEN PRIMARY SCHOOL,420,PEI HWA SECONDARY SCHOOL,554,Fernvale Hawker Centre & Market,481,Ci Yuan Hawker Centre,1837,Anchorvale Village Hawker Centre,1856,Sengkang Polyclinic,2288,Hougang Polyclinic,2723,Ang Mo Kio Polyclinic,3514,NTUC FAIRPRICE CO-OPERATIVE LTD,373,NTUC FAIRPRICE CO-OPERATIVE LTD,376,COLD STORAGE SINGAPORE (1983) PTE LTD,535,Fernvale,435,Layar,785,Thanggam,950,67281,82,67289,85,67051,191,3,1,2,1,9,12081.295373590316,110,541444.0,622584.0,-2.02
564,596A Ang Mo Kio Street 52,110,1030000.0,1.37243023974423,103.850949173949,561596,596A ANG MO KIO STREET 52 CITY VIEW @ CHENG SAN SINGAPORE 561596,ANG MO KIO,2000,73,3 ROOM,8.0,True,AMK Hub,436,Junction 8,2453,Thomson Plaza,2976,JING SHAN PRIMARY SCHOOL,104,ANDERSON SECONDARY SCHOOL,223,DEYI SECONDARY SCHOOL,737,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),392,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),494,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),760,Ang Mo Kio Polyclinic,623,Hougang Polyclinic,4239,Toa Payoh Polyclinic,4312,COLD STORAGE SINGAPORE (1983) PTE LTD,328,NTUC FAIRPRICE CO-OPERATIVE LTD,445,NTUC FAIRPRICE CO-OPERATIVE LTD,453,Ang Mo Kio,318,Yio Chu Kang,1233,Mayflower,1602,54401,99,54409,137,54441,203,1,1,3,2,11,9895.185853883571,110,440000.0,803764.0,28.15
565,45 Jalan Tiga,93,865000.0,1.30863777720455,103.884644800061,390045,45 JALAN TIGA PINE GREEN SINGAPORE 390045,GEYLANG,2003,76,3 ROOM,5.0,True,Lot 1,1102,Leisure Park Kallang,1150,Paya Lebar Quarter,1403,BROADRICK SECONDARY SCHOOL,308,CHUNG CHENG HIGH SCHOOL (MAIN),873,DUNMAN HIGH SCHOOL,983,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),136,Kallang Estate Fresh Market and Food Centre,160,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),703,Geylang Polyclinic,1239,Kallang Polyclinic,2371,Eunos Polyclinic,2518,NTUC FAIRPRICE CO-OPERATIVE LTD,91,HAO MART PTE. LTD.,517,I-TEC SUPERMART PTE LTD,520,Mountbatten,359,Dakota,491,Aljunied,888,81171,125,81179,157,81161,271,3,1,0,2,4,4967.972017372339,110,390000.0,841445.0,2.8
566,635B Senja Road,93,599688.0,1.38660275237577,103.757710467868,672635,635B SENJA ROAD SENJA GATEWAY SINGAPORE 672635,BUKIT PANJANG,2014,87,3 ROOM,8.0,True,Junction 10,748,Teck Whye Shopping Centre,932,Greenridge Shopping Centre,956,WEST SPRING SECONDARY SCHOOL,301,WEST VIEW PRIMARY SCHOOL,423,JURONG PIONEER JUNIOR COLLEGE,446,Senja Hawker Centre,381,Yew Tee Hawker Centre,1761,Bukit Panjang Hawker Centre,1924,Choa Chu Kang Polyclinic,905,Bukit Panjang Polyclinic,1048,Bukit Batok Polyclinic,4000,NTUC FAIRPRICE CO-OPERATIVE LTD,325,SHENG SIONG SUPERMARKET PTE LTD,715,NTUC FAIRPRICE CO-OPERATIVE LTD,891,Senja,672,Jelapang,759,Phoenix,889,44069,104,44861,120,44869,128,4,0,2,1,11,15215.389497254964,110,476888.0,610589.0,-1.79
567,588A Montreal Drive,110,642000.0,1.45035683378178,103.825726692093,751588,588A MONTREAL DRIVE MONTREAL SPRING SINGAPORE 751588,SEMBAWANG,2000,73,3 ROOM,8.0,True,Sun Plaza,732,Canberra Plaza,920,Sembawang Shopping Centre,954,WELLINGTON PRIMARY SCHOOL,386,SEMBAWANG PRIMARY SCHOOL,722,ENDEAVOUR PRIMARY SCHOOL,1028,Bukit Canberra Hawker Centre,403,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2126,Chong Pang Hawker Centre & Market,2199,Sembawang Polyclinic,2608,Yishun Polyclinic,2680,Khatib Polyclinic,3249,HAO MART PTE. LTD.,355,NTUC FAIRPRICE CO-OPERATIVE LTD,736,SHENG SIONG SUPERMARKET PTE LTD,759,Sembawang,648,Canberra,922,Yishun,2544,58509,138,58501,159,58041,164,2,0,2,1,11,18713.730921366277,110,525000.0,568053.0,13.02
568,117 Clementi Street 13,104,780000.0,1.32446058239498,103.771184563895,120117,117 CLEMENTI STREET 13 SUNSET WAY RESIDENCE SINGAPORE 120117,CLEMENTI,1984,57,3 ROOM,8.0,True,The Clementi Mall,1302,Clementi Mall,1302,West Coast Plaza,2391,PEI TONG PRIMARY SCHOOL,962,NAN HUA PRIMARY SCHOOL,1265,"SCHOOL OF SCIENCE AND TECHNOLOGY, SINGAPORE",1320,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),1122,Clementi Ave 3 Blk 448,1444,Bukit Timah Market,1740,Clementi Polyclinic,1475,Bukit Batok Polyclinic,4017,Queenstown Polyclinic,4394,THNG SAIK MONG,279,COLD STORAGE SINGAPORE (1983) PTE LTD,457,U STARS SUPERMARKET PTE. LTD.,787,Clementi,1234,Dover,1671,King Albert Park,1843,12071,122,12079,173,12061,313,0,0,1,0,4,9648.586378241938,110,428000.0,711948.0,9.56
569,441B Clementi Avenue 3,96,1249000.0,1.31457621542954,103.764158883788,122441,441B CLEMENTI AVENUE 3 CLEMENTI TOWERS SINGAPORE 122441,CLEMENTI,2011,84,3 ROOM,8.0,True,The Clementi Mall,46,Clementi Mall,46,West Coast Plaza,1232,CLEMENTI PRIMARY SCHOOL,125,CLEMENTI TOWN SECONDARY SCHOOL,261,PEI TONG PRIMARY SCHOOL,432,Clementi Ave 3 Blk 448,145,West Coast Drive Blk 503 (Ayer Rajah Food Centre),579,West Coast Drive Blk 502 (Ayer Rajah Market),633,Clementi Polyclinic,275,Queenstown Polyclinic,4465,Bukit Batok Polyclinic,4542,NTUC FAIRPRICE CO-OPERATIVE LTD,32,NTUC FAIRPRICE CO-OPERATIVE LTD,275,NTUC FAIRPRICE CO-OPERATIVE LTD,639,Clementi,130,Dover,1648,Pasir Ris,1926,17171,107,17179,159,17239,304,1,1,4,1,13,9908.997959863258,110,428000.0,1009427.0,23.73
570,484A Choa Chu Kang Avenue 5,91,540000.0,1.37668464228405,103.736817870853,681484,484A CHOA CHU KANG AVENUE 5 SINGAPORE 681484,CHOA CHU KANG,1997,70,3 ROOM,8.0,True,Lot One,1321,Teck Whye Shopping Centre,1781,Parc Point,1799,CONCORD PRIMARY SCHOOL,399,CHUA CHU KANG PRIMARY SCHOOL,570,BUKIT PANJANG GOVT. HIGH SCHOOL,641,Bukit Batok West Hawker Centre,2433,Yew Tee Hawker Centre,2494,Senja Hawker Centre,2940,Choa Chu Kang Polyclinic,1674,Bukit Batok Polyclinic,3004,Jurong Polyclinic,3074,COLD STORAGE SINGAPORE (1983) PTE LTD,280,ANG KEN CHUA,682,PRIME SUPERMARKET (1996) PTE LTD,845,South View,1024,Choa Chu Kang,1242,Keat Hong,1377,44079,61,44071,61,44559,126,0,0,2,0,13,16102.774894394583,110,492500.0,500517.0,7.89
571,102 Jalan Dusun,118,820000.0,1.3278687431847,103.844209602863,320102,102 JALAN DUSUN AH HOOD GARDENS SINGAPORE 320102,NOVENA,1981,54,3 ROOM,8.0,True,HDB Hub,667,Square 2,797,Novena Square,862,CHIJ SECONDARY (TOA PAYOH),521,CHIJ PRIMARY (TOA PAYOH),603,CATHOLIC JUNIOR COLLEGE,1085,Toa Payoh Lorong 1 Blk 127 (Toa Payoh West Market and Food Court),1140,Toa Payoh Lorong 4 Blk 74 (Toa Payoh Vista Market),1141,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),1201,Toa Payoh Polyclinic,1801,Kallang Polyclinic,2889,Geylang Polyclinic,4865,CAVEMEN PTE. LTD.,117,NTUC FAIRPRICE CO-OPERATIVE LTD,267,NTUC FAIRPRICE CO-OPERATIVE LTD,649,Toa Payoh,644,Novena,827,Caldecott,1136,50161,142,50169,154,52471,155,2,0,1,0,11,4948.813774699375,110,,776771.0,5.57
572,659 Choa Chu Kang Crescent,103,510000.0,1.40124273911529,103.749394179356,680659,659 CHOA CHU KANG CRESCENT SINGAPORE 680659,CHOA CHU KANG,1998,71,3 ROOM,8.0,True,YewTee Point,568,Limbang Shopping Centre,1237,Lot One,1857,UNITY PRIMARY SCHOOL,335,UNITY SECONDARY SCHOOL,399,YEW TEE PRIMARY SCHOOL,570,Yew Tee Hawker Centre,594,Senja Hawker Centre,2032,Bukit Panjang Hawker Centre,3675,Choa Chu Kang Polyclinic,2107,Bukit Panjang Polyclinic,2896,Woodlands Polyclinic,4371,NTUC FAIRPRICE CO-OPERATIVE LTD,512,NTUC FAIRPRICE CO-OPERATIVE LTD,540,NTUC FAIRPRICE CO-OPERATIVE LTD,1237,Yew Tee,468,Choa Chu Kang,1911,Jelapang,2331,45391,128,45399,166,45431,174,1,1,3,0,11,17053.86547757853,110,492500.0,544116.0,-6.27
573,112 Mcnair Road,130,1090000.0,1.32101349547791,103.858982397017,320112,112 MCNAIR ROAD MCNAIR SPRING SINGAPORE 320112,KALLANG,1986,59,3 ROOM,8.0,True,City Square Mall,1098,Mustafa Centre,1280,Square 2,1648,HONG WEN SCHOOL,172,BENDEMEER SECONDARY SCHOOL,408,NORTHLIGHT SCHOOL,417,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),491,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),498,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),610,Kallang Polyclinic,1262,Toa Payoh Polyclinic,1499,Geylang Polyclinic,3138,SHENG SIONG SUPERMARKET PTE LTD,81,HAO MART PTE. LTD.,434,NTUC FAIRPRICE CO-OPERATIVE LTD,481,Boon Keng,343,Bendemeer,929,Farrer Park,1183,50349,209,50331,330,60121,336,2,1,2,2,4,4355.7893919683875,110,,904412.0,20.52
574,817B Keat Hong Link,112,799888.0,1.37708774602652,103.748768050663,682817,817B KEAT HONG LINK KEAT HONG MIRAGE SINGAPORE 682817,CHOA CHU KANG,2016,89,3 ROOM,8.0,True,Teck Whye Shopping Centre,528,Lot One,970,Junction 10,1318,SOUTH VIEW PRIMARY SCHOOL,515,CHUA CHU KANG PRIMARY SCHOOL,775,TECK WHYE PRIMARY SCHOOL,949,Senja Hawker Centre,1771,Yew Tee Hawker Centre,2257,Bukit Batok West Hawker Centre,2519,Choa Chu Kang Polyclinic,625,Bukit Panjang Polyclinic,1761,Bukit Batok Polyclinic,2790,U STARS PTE. LTD.,115,U STARS PTE. LTD.,444,PRIME SUPERMARKET (1996) PTE LTD,489,Keat Hong,172,South View,526,Teck Whye,551,44109,134,44881,154,44889,182,4,1,3,0,15,15140.862138253691,110,492500.0,665200.0,20.25
575,32 Bedok South Avenue 2,118,799999.0,1.32262578075749,103.937815786523,460032,32 BEDOK SOUTH AVENUE 2 SINGAPORE 460032,BEDOK,1977,50,3 ROOM,8.0,True,Bedok Mall,980,Djitsun Mall,997,Bedok Point,1415,BEDOK GREEN PRIMARY SCHOOL,91,BEDOK VIEW SECONDARY SCHOOL,684,ANGLICAN HIGH SCHOOL,956,Bedok South Road Blk 16,352,New Upper Changi Road Blk 58,407,Bedok North Street 1 Blk 216,710,Bedok Polyclinic,802,Tampines North Polyclinic,2493,Eunos Polyclinic,3902,"TANG KER AN, TIMOTHY",408,PRIME SUPERMARKET (1996) PTE LTD,408,NTUC FAIRPRICE CO-OPERATIVE LTD,454,Bedok,883,Tanah Merah,1076,Bayshore,1169,84149,243,84141,270,84089,334,1,0,1,2,6,10921.743060283176,110,428000.0,670390.0,19.33
576,302 Clementi Avenue 4,92,598000.0,1.32173863747461,103.764910229993,120302,302 CLEMENTI AVENUE 4 CLEMENTI MEADOWS SINGAPORE 120302,CLEMENTI,1979,52,3 ROOM,8.0,True,The Clementi Mall,763,Clementi Mall,763,West Coast Plaza,2017,NAN HUA PRIMARY SCHOOL,509,PEI TONG PRIMARY SCHOOL,630,CLEMENTI TOWN SECONDARY SCHOOL,761,Clementi Ave 3 Blk 448,937,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),1049,West Coast Drive Blk 503 (Ayer Rajah Food Centre),1245,Clementi Polyclinic,1031,Bukit Batok Polyclinic,3866,Queenstown Polyclinic,4770,COLD STORAGE SINGAPORE (1983) PTE LTD,311,THNG SAIK MONG,597,U STARS SUPERMARKET PTE. LTD.,645,Clementi,737,Dover,1910,Beauty World,2482,17379,182,17371,208,17201,299,1,0,3,0,8,10138.14644160419,110,428000.0,605016.0,-1.16
577,94 Dawson Road,88,1400000.0,1.29627483410181,103.811206437575,141094,94 DAWSON ROAD SKYPARC @ DAWSON SINGAPORE 141094,QUEENSTOWN,2021,94,3 ROOM,8.0,True,Dawson Place,398,Queensway Shopping Centre,1298,Tanglin Mall,1706,QUEENSTOWN SECONDARY SCHOOL,377,QUEENSTOWN PRIMARY SCHOOL,404,CRESCENT GIRLS' SCHOOL,777,Margaret Drive Hawker Centre,736,Mei Chin Road Blk 159 (Mei Chin Road Market),983,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),1099,Queenstown Polyclinic,1165,Bukit Merah Polyclinic,1518,Outram Polyclinic,3541,SHENG SIONG SUPERMARKET PTE LTD,193,NTUC FAIRPRICE CO-OPERATIVE LTD,398,BLUEWATER SEAFOOD PTE. LTD.,823,Queenstown,602,Redhill,961,Napier,1452,10301,33,10309,48,10461,78,2,0,1,0,6,4298.373057125349,110,439500.0,968269.0,44.59
578,406 Sembawang Drive,86,501000.0,1.45292980520031,103.816977584813,750406,406 SEMBAWANG DRIVE SINGAPORE 750406,SEMBAWANG,2001,74,3 ROOM,8.0,True,Sun Plaza,597,Sembawang Shopping Centre,1513,Canberra Plaza,1819,ENDEAVOUR PRIMARY SCHOOL,108,CANBERRA PRIMARY SCHOOL,224,NORTHOAKS PRIMARY SCHOOL,586,Bukit Canberra Hawker Centre,826,Kampung Admiralty Hawker Centre,2327,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2712,Sembawang Polyclinic,3064,Yishun Polyclinic,3521,Khatib Polyclinic,3976,COLD STORAGE SINGAPORE (1983) PTE LTD,37,NTUC FAIRPRICE CO-OPERATIVE LTD,303,FORTUNE SUPERMARKET PTE. LTD.,395,Sembawang,550,Canberra,1789,Admiralty,2245,58341,30,58349,67,58411,193,1,0,5,0,15,19146.780589198584,110,525000.0,513878.0,-2.51
579,512 Bedok North Avenue 2,92,540000.0,1.33336715518929,103.929177675999,460512,512 BEDOK NORTH AVENUE 2 KAKI BUKIT GREEN SINGAPORE 460512,BEDOK,1978,51,3 ROOM,8.0,True,Djitsun Mall,807,Bedok Mall,960,Bedok Point,2091,YU NENG PRIMARY SCHOOL,323,DAMAI SECONDARY SCHOOL,459,FENGSHAN PRIMARY SCHOOL,486,Bedok North Street 3 Blk 511 (Kaki Bukit 511 Market and Food Centre),157,Bedok North Street 3 Blk 538,527,Bedok North Street 1 Blk 216,833,Bedok Polyclinic,805,Tampines North Polyclinic,1879,Eunos Polyclinic,3189,COLD STORAGE SINGAPORE (1983) PTE LTD,215,SHENG SIONG SUPERMARKET PTE LTD,423,HAO MART PTE. LTD.,577,Bedok Reservoir,495,Bedok,1048,Bedok North,1254,84419,29,84411,56,84429,159,1,1,4,1,9,10620.066121131766,110,428000.0,540019.0,-0.0
580,464B Clementi Avenue 1,95,1280000.0,1.31013743458055,103.767972774309,122464,464B CLEMENTI AVENUE 1 CLEMENTI PEAKS SINGAPORE 122464,CLEMENTI,2022,95,3 ROOM,8.0,True,The Clementi Mall,660,Clementi Mall,660,West Coast Plaza,761,NAN HUA HIGH SCHOOL,236,NUS HIGH SCHOOL OF MATHEMATICS AND SCIENCE,519,NEW TOWN SECONDARY SCHOOL,581,Clementi Ave 3 Blk 448,522,Clementi Ave 2 Blk 353 (Clementi Ave 2 Market/Cooked Food Centre),567,Clementi West Street 2 Blk 726,816,Clementi Polyclinic,381,Queenstown Polyclinic,3889,Bukit Batok Polyclinic,5167,SHENG SIONG SUPERMARKET PTE LTD,86,NTUC FAIRPRICE CO-OPERATIVE LTD,381,NTUC FAIRPRICE CO-OPERATIVE LTD,594,Clementi,634,Dover,1194,Pasir Ris,1324,16891,37,17259,101,17251,160,1,0,2,0,11,9344.82557944521,110,428000.0,962764.0,32.95
581,14 Dover Close East,119,938000.0,1.30556381153272,103.785595231093,130014,14 DOVER CLOSE EAST DOVER HEIGHTS SINGAPORE 130014,QUEENSTOWN,1977,50,3 ROOM,8.0,True,Rochester Mall,317,The Star Vista,351,ONE HOLLAND VILLAGE,1142,ANGLO-CHINESE JUNIOR COLLEGE,282,FAIRFIELD METHODIST SCHOOL (SECONDARY),468,FAIRFIELD METHODIST SCHOOL (PRIMARY),507,Ghim Moh Road Blk 20,671,Holland Drive Blk 44 (Holland Drive Market and Food Centre),847,Holland Village Market and Food Centre,1200,Queenstown Polyclinic,1881,Clementi Polyclinic,2365,Bukit Merah Polyclinic,4237,SHENG SIONG SUPERMARKET PTE LTD,289,COLD STORAGE SINGAPORE (1983) PTE LTD,324,NTUC FAIRPRICE CO-OPERATIVE LTD,344,Buona Vista,581,one-north,678,Dover,1010,19011,277,19019,288,18141,306,3,0,1,0,4,7326.9318712503555,110,439500.0,879115.0,6.7
582,588D Ang Mo Kio Street 52,91,1180000.0,1.37175400663025,103.8538833087,564588,588D ANG MO KIO STREET 52 PARK CENTRAL @ AMK SINGAPORE 564588,ANG MO KIO,2011,84,3 ROOM,8.0,True,AMK Hub,656,Junction 8,2433,Hougang 1,2878,JING SHAN PRIMARY SCHOOL,237,ANDERSON SECONDARY SCHOOL,387,DEYI SECONDARY SCHOOL,657,Ang Mo Kio Ave 10 Blk 527 (Cheng San Market and Cooked Food Centre),130,Ang Mo Kio Ave 10 Blk 453A (Chong Boon Market and Food Centre),477,Ang Mo Kio Ave 6 Blk 724 (Blk 724 Ang Mo Kio Market),821,Ang Mo Kio Polyclinic,956,Hougang Polyclinic,3909,Toa Payoh Polyclinic,4181,COLD STORAGE SINGAPORE (1983) PTE LTD,99,NTUC FAIRPRICE CO-OPERATIVE LTD,295,NTUC FAIRPRICE CO-OPERATIVE LTD,670,Ang Mo Kio,522,Yio Chu Kang,1491,Mayflower,1925,54411,79,54419,110,54271,202,1,0,2,2,13,9837.441278372045,110,440000.0,866757.0,36.14
583,489 Admiralty Link,96,599999.0,1.45495119192133,103.816819778829,750489,489 ADMIRALTY LINK SEMBAWANG GREEN SINGAPORE 750489,SEMBAWANG,2009,82,3 ROOM,8.0,True,Sun Plaza,808,Sembawang Shopping Centre,1711,Canberra Plaza,1971,ENDEAVOUR PRIMARY SCHOOL,125,NORTHOAKS PRIMARY SCHOOL,404,CANBERRA PRIMARY SCHOOL,425,Bukit Canberra Hawker Centre,995,Kampung Admiralty Hawker Centre,2462,Yishun Ring Road Blk 104/105 (Chong Pang Market and Food Centre),2920,Sembawang Polyclinic,3283,Yishun Polyclinic,3696,Khatib Polyclinic,4172,COLD STORAGE SINGAPORE (1983) PTE LTD,251,FORTUNE SUPERMARKET PTE. LTD.,261,NTUC FAIRPRICE CO-OPERATIVE LTD,327,Sembawang,748,Canberra,1948,Admiralty,2376,58411,47,58419,112,58401,157,1,0,4,0,9,19371.086252553214,110,525000.0,546744.0,9.74
584,105 Towner Road,104,799000.0,1.3208130428228,103.861346713506,321105,105 TOWNER ROAD SINGAPORE 321105,KALLANG,1984,57,3 ROOM,8.0,True,City Square Mall,1169,Mustafa Centre,1367,HDB Hub,1897,BENDEMEER SECONDARY SCHOOL,404,HONG WEN SCHOOL,427,BENDEMEER PRIMARY SCHOOL,465,Bendemeer Road Blk 29 (Bendemeer Market and Food Centre),257,Whampoa Drive Blk 90 (Whampoa Drive Makan Place/Whampoa Food Centre),749,Whampoa Drive Blk 91/92 (Whampoa Drive Makan Place/Whampoa Market),861,Kallang Polyclinic,1019,Toa Payoh Polyclinic,1544,Geylang Polyclinic,2874,SHENG SIONG SUPERMARKET PTE LTD,236,NTUC FAIRPRICE CO-OPERATIVE LTD,343,HAO MART PTE. LTD.,590,Boon Keng,166,Bendemeer,814,Geylang Bahru,1144,60121,93,50349,260,60249,304,2,1,2,1,8,4417.672101144238,110,,845717.0,-5.52
585,54 Cassia Crescent,93,680000.0,1.31004800551081,103.884678198119,390054,54 CASSIA CRESCENT SINGAPORE 390054,GEYLANG,1982,55,3 ROOM,5.0,True,Lot 1,993,Leisure Park Kallang,1255,Paya Lebar Quarter,1292,BROADRICK SECONDARY SCHOOL,416,GEYLANG METHODIST SCHOOL (PRIMARY),908,CHUNG CHENG HIGH SCHOOL (MAIN),951,Old Airport Road Blk 51 (51 Old Airport Road Food Centre and Shopping Mall),236,Kallang Estate Fresh Market and Food Centre,310,Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),859,Geylang Polyclinic,1086,Kallang Polyclinic,2263,Eunos Polyclinic,2424,NTUC FAIRPRICE CO-OPERATIVE LTD,247,I-TEC SUPERMART PTE LTD,364,HAO MART PTE. LTD.,366,Mountbatten,490,Dakota,515,Aljunied,737,81161,183,81169,185,81171,277,3,1,1,2,7,5060.876034319835,110,390000.0,671443.0,1.27
586,205 Serangoon Central,84,640000.0,1.35278468169196,103.873446716868,550205,205 SERANGOON CENTRAL SINGAPORE 550205,SERANGOON,1985,58,3 ROOM,5.0,True,NEX,258,Nex,258,Heartland Mall,1504,ZHONGHUA SECONDARY SCHOOL,660,YANGZHENG PRIMARY SCHOOL,697,ST. GABRIEL'S SECONDARY SCHOOL,759,Serangoon Garden Market,1368,Woodleigh Village Hawker Centre,1454,Chomp Chomp Food Centre,1487,Hougang Polyclinic,2572,Toa Payoh Polyclinic,2592,Kallang Polyclinic,3218,COLD STORAGE SINGAPORE (1983) PTE LTD,225,COLD STORAGE SINGAPORE (1983) PTE LTD,293,NTUC FAIRPRICE CO-OPERATIVE LTD,293,Serangoon,342,Lorong Chuan,1041,Bartley,1367,66379,91,66371,143,63141,212,2,1,2,0,14,8218.583703439821,110,475000.0,625263.0,2.36
587,94 Dawson Road,83,1299999.0,1.29627483410181,103.811206437575,141094,94 DAWSON ROAD SKYPARC @ DAWSON SINGAPORE 141094,QUEENSTOWN,2021,94,3 ROOM,8.0,True,Dawson Place,398,Queensway Shopping Centre,1298,Tanglin Mall,1706,QUEENSTOWN SECONDARY SCHOOL,377,QUEENSTOWN PRIMARY SCHOOL,404,CRESCENT GIRLS' SCHOOL,777,Margaret Drive Hawker Centre,736,Mei Chin Road Blk 159 (Mei Chin Road Market),983,Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),1099,Queenstown Polyclinic,1165,Bukit Merah Polyclinic,1518,Outram Polyclinic,3541,SHENG SIONG SUPERMARKET PTE LTD,193,NTUC FAIRPRICE CO-OPERATIVE LTD,398,BLUEWATER SEAFOOD PTE. LTD.,823,Queenstown,602,Redhill,961,Napier,1452,10301,33,10309,48,10461,78,2,0,1,0,6,4298.373057125349,110,439500.0,930331.0,39.74
